id,value,weight,volume,category
7581,4459,185,583,cat_2
7582,3715,90,300,cat_3
7583,3830,781,566,cat_4
7584,129,918,722,cat_3
7585,2214,360,661,cat_1
7586,1313,522,41,cat_2
7587,3241,352,552,cat_2
7588,957,834,942,cat_1
7589,7313,929,675,cat_3
7590,4123,181,837,cat_0
7591,2486,663,159,cat_0
7592,7633,259,925,cat_3
7593,3108,758,147,cat_0
7594,8329,657,956,cat_3
7595,320,265,674,cat_0
7596,2859,213,183,cat_1
7597,4050,524,430,cat_4
7598,3481,639,998,cat_4
7599,9354,751,487,cat_0
7600,8819,178,982,cat_4
7601,5359,228,705,cat_1
7602,1909,94,374,cat_2
7603,9188,216,911,cat_0
7604,8873,317,858,cat_2
7605,8594,114,856,cat_2
7606,9620,325,620,cat_0
7607,4190,800,381,cat_3
7608,2108,437,895,cat_1
7609,9492,135,496,cat_1
7610,6029,961,248,cat_1
7611,7568,929,788,cat_1
7612,9581,175,100,cat_3
7613,1378,76,894,cat_1
7614,5885,953,153,cat_1
7615,1650,364,685,cat_4
7616,4110,279,495,cat_1
7617,2187,15,631,cat_1
7618,2547,982,970,cat_2
7619,4109,638,499,cat_1
7620,5579,431,591,cat_2
7621,4040,940,892,cat_3
7622,7602,788,980,cat_3
7623,9691,173,548,cat_1
7624,7082,856,971,cat_3
7625,6290,47,955,cat_2
7626,6415,806,364,cat_4
7627,7288,531,574,cat_0
7628,2269,118,245,cat_1
7629,760,103,211,cat_3
7630,4848,875,516,cat_1
7631,4758,46,568,cat_1
7632,7499,569,198,cat_1
7633,6378,653,544,cat_3
7634,2796,934,214,cat_2
7635,4437,612,165,cat_3
7636,4659,262,723,cat_2
7637,5896,106,420,cat_0
7638,7205,800,485,cat_4
7639,3985,431,303,cat_0
7640,3823,196,861,cat_4
7641,2638,685,844,cat_0
7642,4560,208,739,cat_0
7643,4260,787,738,cat_4
7644,456,161,642,cat_1
7645,8382,981,193,cat_4
7646,9430,198,804,cat_4
7647,8831,834,386,cat_0
7648,5132,199,967,cat_3
7649,8440,123,98,cat_1
7650,7440,141,516,cat_3
7651,6898,485,191,cat_0
7652,4608,714,771,cat_4
7653,2913,129,991,cat_2
7654,6152,764,968,cat_3
7655,9993,855,627,cat_1
7656,3340,808,877,cat_1
7657,3879,895,28,cat_2
7658,4609,194,157,cat_3
7659,2038,435,75,cat_0
7660,5897,895,195,cat_2
7661,509,986,142,cat_0
7662,3429,416,196,cat_2
7663,3996,807,143,cat_0
7664,3727,268,767,cat_2
7665,3017,821,320,cat_2
7666,9395,933,116,cat_2
7667,9111,385,890,cat_3
7668,8700,704,40,cat_4
7669,3587,535,684,cat_0
7670,3030,532,881,cat_3
7671,8320,46,395,cat_0
7672,9563,492,412,cat_4
7673,6738,341,88,cat_0
7674,7859,407,205,cat_3
7675,1824,504,753,cat_4
7676,3656,222,282,cat_0
7677,1445,346,144,cat_2
7678,1891,610,859,cat_3
7679,2633,56,125,cat_3
7680,1302,233,392,cat_1
7681,2131,190,550,cat_3
7682,3693,553,134,cat_1
7683,8430,934,581,cat_3
7684,9363,472,933,cat_3
7685,8290,343,686,cat_4
7686,5208,641,139,cat_3
7687,7189,251,573,cat_3
7688,8690,340,426,cat_2
7689,8944,267,74,cat_2
7690,5047,722,59,cat_0
7691,4477,289,601,cat_0
7692,6701,974,529,cat_3
7693,7560,69,683,cat_3
7694,2826,113,903,cat_3
7695,2719,657,402,cat_3
7696,269,525,204,cat_0
7697,4556,316,30,cat_2
7698,9979,600,418,cat_1
7699,6747,81,368,cat_3
7700,8189,91,10,cat_0
7701,8617,553,718,cat_0
7702,403,22,14,cat_1
7703,6081,750,141,cat_2
7704,980,453,227,cat_0
7705,8299,626,909,cat_4
7706,9360,690,1000,cat_3
7707,5523,84,771,cat_1
7708,5324,145,252,cat_2
7709,6195,915,169,cat_1
7710,8804,91,349,cat_1
7711,2650,752,147,cat_2
7712,618,877,114,cat_3
7713,1771,524,833,cat_2
7714,3710,807,569,cat_4
7715,4940,883,444,cat_3
7716,4865,921,117,cat_0
7717,9534,944,328,cat_4
7718,1022,940,347,cat_3
7719,2396,341,396,cat_4
7720,1843,27,680,cat_2
7721,1849,190,393,cat_0
7722,7018,585,320,cat_2
7723,1430,955,315,cat_4
7724,4926,992,89,cat_1
7725,4329,32,136,cat_3
7726,5350,882,621,cat_4
7727,4966,116,551,cat_3
7728,177,394,207,cat_4
7729,3130,812,424,cat_1
7730,3911,523,906,cat_3
7731,3688,623,928,cat_0
7732,7065,966,717,cat_2
7733,9674,726,5,cat_0
7734,8917,931,448,cat_3
7735,9685,230,70,cat_0
7736,7776,915,787,cat_0
7737,3238,466,139,cat_4
7738,5374,150,441,cat_4
7739,3985,164,72,cat_2
7740,7513,439,239,cat_3
7741,823,916,538,cat_2
7742,2590,326,979,cat_2
7743,9423,868,326,cat_1
7744,8763,398,42,cat_1
7745,473,457,366,cat_3
7746,5025,295,142,cat_0
7747,7428,610,915,cat_0
7748,8647,77,648,cat_0
7749,5662,824,415,cat_3
7750,2876,529,47,cat_1
7751,6439,633,786,cat_0
7752,8438,553,209,cat_3
7753,6525,368,44,cat_2
7754,413,175,15,cat_0
7755,118,153,344,cat_0
7756,8438,743,607,cat_0
7757,8532,353,613,cat_0
7758,9645,847,719,cat_0
7759,6334,936,351,cat_2
7760,6532,159,344,cat_0
7761,9999,646,373,cat_3
7762,7771,933,611,cat_3
7763,9792,33,737,cat_1
7764,5207,531,236,cat_3
7765,2964,382,14,cat_3
7766,994,853,805,cat_3
7767,86,38,511,cat_0
7768,9437,108,202,cat_4
7769,1272,278,472,cat_3
7770,8010,81,441,cat_0
7771,8005,577,477,cat_1
7772,8794,539,476,cat_1
7773,4609,991,744,cat_3
7774,1759,638,204,cat_0
7775,6885,706,331,cat_2
7776,5332,457,542,cat_0
7777,2668,129,155,cat_0
7778,2785,420,235,cat_0
7779,6874,136,807,cat_1
7780,2435,298,523,cat_0
7781,6129,847,546,cat_1
7782,6148,728,966,cat_0
7783,4573,140,602,cat_4
7784,6061,670,669,cat_2
7785,4265,645,334,cat_0
7786,1424,34,862,cat_3
7787,7434,592,911,cat_3
7788,9483,431,13,cat_2
7789,288,392,243,cat_1
7790,9324,589,500,cat_4
7791,4403,43,807,cat_2
7792,7539,804,623,cat_0
7793,4773,139,247,cat_3
7794,6967,347,408,cat_0
7795,4477,841,756,cat_0
7796,4158,647,433,cat_4
7797,9299,310,794,cat_4
7798,1397,236,774,cat_3
7799,3918,973,412,cat_0
7800,7983,71,444,cat_1
7801,4703,323,385,cat_1
7802,891,835,463,cat_0
7803,9330,133,392,cat_2
7804,8076,24,248,cat_2
7805,3384,757,347,cat_1
7806,6813,900,867,cat_4
7807,1551,40,586,cat_4
7808,6180,631,78,cat_4
7809,2487,250,800,cat_2
7810,6793,139,425,cat_1
7811,7192,639,691,cat_1
7812,5488,976,827,cat_0
7813,6378,970,638,cat_3
7814,6144,70,623,cat_0
7815,90,708,477,cat_1
7816,5171,143,570,cat_2
7817,8765,602,664,cat_3
7818,1492,12,498,cat_2
7819,6028,999,476,cat_0
7820,1852,1,399,cat_2
7821,1519,891,610,cat_2
7822,2629,293,938,cat_4
7823,1008,390,234,cat_2
7824,7574,310,672,cat_1
7825,5932,502,395,cat_0
7826,7204,492,260,cat_2
7827,7884,453,874,cat_4
7828,1208,414,964,cat_2
7829,1613,368,793,cat_2
7830,9022,514,135,cat_4
7831,7491,508,490,cat_0
7832,7753,979,933,cat_3
7833,5521,684,176,cat_2
7834,8623,316,117,cat_4
7835,4302,484,382,cat_2
7836,2786,557,776,cat_4
7837,2206,329,667,cat_2
7838,7682,163,88,cat_1
7839,7509,966,414,cat_3
7840,7575,84,773,cat_3
7841,4842,850,397,cat_3
7842,4023,149,111,cat_4
7843,2356,364,397,cat_1
7844,9528,892,961,cat_1
7845,5868,734,739,cat_0
7846,4687,718,426,cat_0
7847,8204,691,253,cat_2
7848,4199,387,72,cat_1
7849,9278,710,994,cat_0
7850,7880,516,138,cat_4
7851,5139,139,834,cat_4
7852,305,262,37,cat_1
7853,768,600,350,cat_0
7854,4633,902,403,cat_3
7855,3307,305,698,cat_1
7856,7490,725,719,cat_1
7857,8719,761,404,cat_0
7858,8631,91,259,cat_2
7859,489,237,548,cat_4
7860,4550,367,721,cat_2
7861,5223,288,969,cat_1
7862,8168,984,987,cat_2
7863,6708,441,284,cat_1
7864,1898,928,523,cat_0
7865,4448,302,853,cat_2
7866,6140,356,289,cat_3
7867,4370,489,878,cat_3
7868,9299,532,185,cat_2
7869,1604,532,561,cat_4
7870,100,419,552,cat_1
7871,5943,554,730,cat_1
7872,8767,516,661,cat_0
7873,3299,556,361,cat_0
7874,4265,30,577,cat_0
7875,9935,932,957,cat_0
7876,3028,320,712,cat_4
7877,7026,711,568,cat_0
7878,5283,865,226,cat_0
7879,3798,201,312,cat_0
7880,9,231,772,cat_2
7881,1515,576,6,cat_2
7882,5810,918,198,cat_3
7883,2508,853,252,cat_4
7884,4309,323,609,cat_2
7885,8161,661,429,cat_0
7886,2239,822,311,cat_2
7887,1802,143,616,cat_3
7888,9234,683,585,cat_0
7889,7307,390,220,cat_3
7890,2373,825,270,cat_2
7891,1723,415,895,cat_1
7892,482,599,753,cat_3
7893,788,837,551,cat_0
7894,6999,61,4,cat_3
7895,9111,702,448,cat_1
7896,5863,420,750,cat_1
7897,3988,436,794,cat_0
7898,2295,915,911,cat_1
7899,1516,798,410,cat_2
7900,4186,502,572,cat_2
7901,3826,823,260,cat_0
7902,9572,422,417,cat_0
7903,666,895,209,cat_3
7904,4888,766,935,cat_4
7905,334,353,402,cat_2
7906,3820,126,478,cat_1
7907,5043,807,656,cat_3
7908,5278,956,793,cat_1
7909,2129,315,628,cat_2
7910,1232,885,780,cat_1
7911,952,612,329,cat_0
7912,8149,725,28,cat_0
7913,168,855,348,cat_4
7914,1461,758,722,cat_4
7915,2997,82,97,cat_0
7916,732,128,450,cat_2
7917,5883,110,241,cat_2
7918,6596,710,886,cat_3
7919,5655,101,18,cat_0
7920,6585,352,648,cat_0
7921,9275,817,316,cat_1
7922,3285,14,817,cat_4
7923,3407,987,900,cat_0
7924,6393,569,155,cat_0
7925,6199,823,808,cat_1
7926,174,35,308,cat_0
7927,8734,989,624,cat_1
7928,9578,647,519,cat_2
7929,8241,320,70,cat_0
7930,3450,470,613,cat_1
7931,2599,50,469,cat_0
7932,829,715,525,cat_3
7933,7298,43,102,cat_1
7934,2314,261,30,cat_3
7935,7618,364,828,cat_4
7936,9118,851,453,cat_4
7937,7662,833,689,cat_2
7938,1439,14,552,cat_4
7939,7983,626,604,cat_2
7940,880,988,72,cat_1
7941,6975,802,668,cat_0
7942,7585,891,230,cat_3
7943,6676,11,888,cat_3
7944,3102,335,686,cat_3
7945,4559,799,329,cat_3
7946,8690,79,383,cat_1
7947,4417,487,915,cat_4
7948,9388,928,367,cat_2
7949,8345,272,192,cat_4
7950,7027,675,316,cat_0
7951,4918,66,233,cat_1
7952,3173,456,533,cat_4
7953,8313,826,537,cat_1
7954,1842,250,22,cat_3
7955,40,998,157,cat_4
7956,9467,951,338,cat_2
7957,1316,583,890,cat_4
7958,4328,457,724,cat_2
7959,326,383,520,cat_0
7960,6590,613,645,cat_2
7961,8876,201,544,cat_2
7962,5172,911,964,cat_2
7963,3118,73,664,cat_4
7964,1435,66,491,cat_0
7965,2755,866,262,cat_0
7966,8093,290,239,cat_0
7967,2581,386,416,cat_4
7968,1304,118,57,cat_0
7969,812,268,329,cat_4
7970,5037,554,311,cat_1
7971,9279,408,536,cat_2
7972,7627,183,311,cat_2
7973,4818,987,57,cat_2
7974,8697,508,351,cat_0
7975,6101,1000,865,cat_0
7976,6914,371,71,cat_2
7977,6719,154,528,cat_1
7978,1247,983,689,cat_0
7979,8402,306,151,cat_4
7980,3171,506,974,cat_0
7981,4942,550,279,cat_4
7982,7659,752,855,cat_4
7983,800,130,156,cat_3
7984,5354,461,946,cat_4
7985,9121,851,576,cat_3
7986,7645,858,114,cat_2
7987,4090,632,755,cat_4
7988,1278,675,65,cat_4
7989,4709,693,725,cat_1
7990,7610,527,602,cat_1
7991,6288,711,392,cat_4
7992,7943,558,416,cat_2
7993,3851,817,718,cat_0
7994,1040,573,1,cat_0
7995,6965,701,405,cat_3
7996,5662,283,772,cat_4
7997,5735,930,326,cat_2
7998,6657,300,371,cat_1
7999,4328,992,748,cat_3
8000,2391,750,953,cat_0
8001,811,831,622,cat_1
8002,1151,895,815,cat_2
8003,2894,911,937,cat_4
8004,3146,7,794,cat_0
8005,29,810,789,cat_0
8006,4455,998,963,cat_4
8007,7574,949,297,cat_4
8008,4353,478,792,cat_1
8009,5111,426,955,cat_4
8010,5631,307,123,cat_4
8011,7356,876,613,cat_0
8012,3551,872,966,cat_0
8013,8644,435,621,cat_2
8014,1085,837,32,cat_3
8015,3140,723,307,cat_2
8016,3772,237,970,cat_4
8017,9260,865,713,cat_1
8018,3334,431,692,cat_2
8019,7016,102,680,cat_0
8020,8188,74,503,cat_4
8021,8616,593,835,cat_1
8022,8085,255,705,cat_0
8023,2554,814,393,cat_3
8024,9673,230,65,cat_3
8025,8375,33,501,cat_3
8026,6751,963,699,cat_0
8027,2174,954,509,cat_0
8028,1785,884,47,cat_2
8029,142,208,1,cat_3
8030,193,227,734,cat_3
8031,4137,116,801,cat_3
8032,6729,628,915,cat_4
8033,2007,883,281,cat_1
8034,2266,822,403,cat_4
8035,7650,65,248,cat_2
8036,903,115,415,cat_2
8037,3466,489,31,cat_1
8038,8615,287,834,cat_3
8039,2959,932,919,cat_3
8040,9048,868,864,cat_0
8041,3391,452,344,cat_1
8042,6545,354,646,cat_1
8043,905,779,792,cat_4
8044,7722,764,562,cat_4
8045,2638,131,213,cat_2
8046,7800,775,628,cat_3
8047,6937,864,212,cat_0
8048,8884,225,96,cat_4
8049,4234,27,479,cat_1
8050,8143,469,800,cat_0
8051,3195,562,188,cat_0
8052,3559,976,386,cat_0
8053,82,66,77,cat_3
8054,5715,15,754,cat_0
8055,7289,732,646,cat_0
8056,477,254,444,cat_2
8057,6901,724,968,cat_2
8058,6241,106,468,cat_2
8059,1777,302,320,cat_3
8060,1455,743,594,cat_1
8061,1539,831,138,cat_2
8062,994,439,556,cat_3
8063,1562,918,768,cat_1
8064,1531,134,836,cat_2
8065,707,284,721,cat_2
8066,1289,368,42,cat_0
8067,5492,276,255,cat_0
8068,2314,367,64,cat_0
8069,2509,372,263,cat_3
8070,3452,49,546,cat_2
8071,9233,616,721,cat_0
8072,2457,685,879,cat_4
8073,2926,583,461,cat_2
8074,6936,363,523,cat_0
8075,7243,260,123,cat_2
8076,8263,411,839,cat_4
8077,4906,112,244,cat_1
8078,2081,840,352,cat_4
8079,8032,903,294,cat_0
8080,9904,653,566,cat_3
8081,242,109,6,cat_1
8082,4891,179,265,cat_1
8083,7591,459,836,cat_3
8084,6568,959,488,cat_4
8085,6463,477,135,cat_3
8086,7995,773,616,cat_1
8087,7662,226,795,cat_3
8088,6346,731,303,cat_1
8089,9882,288,434,cat_4
8090,2293,301,32,cat_4
8091,9426,216,984,cat_4
8092,8867,61,181,cat_2
8093,6497,318,61,cat_3
8094,7953,14,445,cat_0
8095,3224,499,469,cat_2
8096,3790,658,296,cat_1
8097,5062,743,806,cat_2
8098,5546,924,860,cat_4
8099,8572,295,977,cat_3
8100,5573,763,186,cat_3
8101,9667,499,418,cat_1
8102,7970,522,134,cat_2
8103,2546,515,267,cat_2
8104,4553,662,435,cat_1
8105,1932,660,87,cat_1
8106,4025,602,786,cat_3
8107,7570,409,335,cat_2
8108,7955,237,724,cat_4
8109,7878,759,962,cat_3
8110,6488,785,480,cat_2
8111,5422,504,926,cat_3
8112,1700,538,276,cat_4
8113,2608,148,154,cat_0
8114,4092,595,439,cat_3
8115,8244,116,948,cat_4
8116,9372,456,3,cat_0
8117,4595,51,14,cat_0
8118,7354,423,234,cat_3
8119,6432,925,585,cat_1
8120,2332,386,836,cat_3
8121,1074,787,754,cat_3
8122,6677,406,488,cat_2
8123,4099,843,528,cat_0
8124,7895,901,656,cat_1
8125,7088,776,195,cat_2
8126,9998,289,414,cat_1
8127,3824,739,578,cat_2
8128,5033,90,691,cat_4
8129,9505,745,961,cat_0
8130,6869,384,776,cat_0
8131,5834,414,764,cat_0
8132,7438,745,718,cat_3
8133,3201,31,436,cat_1
8134,56,905,925,cat_2
8135,5617,181,495,cat_4
8136,5350,194,145,cat_1
8137,9112,464,204,cat_3
8138,7098,380,320,cat_3
8139,5592,185,483,cat_3
8140,4971,486,839,cat_4
8141,4328,175,544,cat_4
8142,7327,217,183,cat_3
8143,4138,770,91,cat_1
8144,9465,542,441,cat_4
8145,507,784,180,cat_2
8146,7054,355,326,cat_4
8147,1069,347,113,cat_0
8148,9409,313,828,cat_4
8149,5300,314,413,cat_4
8150,7891,281,471,cat_1
8151,8784,545,306,cat_4
8152,2733,834,417,cat_3
8153,2679,516,126,cat_1
8154,8889,663,776,cat_2
8155,8700,90,391,cat_3
8156,8655,751,712,cat_2
8157,9720,526,798,cat_2
8158,2854,438,413,cat_2
8159,4204,10,773,cat_1
8160,2241,872,110,cat_4
8161,4333,303,825,cat_4
8162,961,60,793,cat_3
8163,3835,58,284,cat_2
8164,3520,344,13,cat_4
8165,336,869,980,cat_3
8166,4890,398,118,cat_2
8167,2069,688,543,cat_1
8168,7536,231,5,cat_0
8169,7139,65,209,cat_4
8170,4578,253,775,cat_0
8171,9073,430,645,cat_3
8172,8416,229,393,cat_2
8173,9845,10,363,cat_4
8174,2103,41,607,cat_2
8175,3667,654,612,cat_4
8176,946,125,659,cat_2
8177,4243,326,476,cat_0
8178,8365,322,218,cat_4
8179,2498,421,71,cat_1
8180,1538,766,783,cat_1
8181,7472,566,317,cat_4
8182,1692,422,543,cat_1
8183,8318,671,348,cat_2
8184,8084,251,37,cat_2
8185,6227,269,312,cat_4
8186,6827,241,568,cat_2
8187,8501,928,124,cat_1
8188,4054,342,361,cat_3
8189,4641,146,514,cat_3
8190,4153,542,184,cat_0
8191,162,395,502,cat_4
8192,1748,51,423,cat_3
8193,9812,289,530,cat_3
8194,5407,891,803,cat_0
8195,1944,791,373,cat_1
8196,664,857,588,cat_2
8197,6651,83,89,cat_3
8198,381,551,859,cat_4
8199,2798,392,792,cat_2
8200,1240,50,877,cat_3
8201,6086,309,977,cat_1
8202,5856,632,373,cat_4
8203,5676,780,253,cat_1
8204,9894,790,823,cat_3
8205,8401,129,295,cat_1
8206,6946,17,650,cat_4
8207,2650,592,397,cat_4
8208,1302,452,676,cat_1
8209,3415,83,320,cat_1
8210,1825,324,59,cat_1
8211,1064,102,183,cat_4
8212,498,571,522,cat_2
8213,2627,689,346,cat_1
8214,2672,26,682,cat_2
8215,6549,895,737,cat_3
8216,2463,836,969,cat_0
8217,3974,288,509,cat_0
8218,6990,713,374,cat_4
8219,6192,640,947,cat_0
8220,1241,499,677,cat_2
8221,6543,631,790,cat_1
8222,5670,533,343,cat_4
8223,1954,132,294,cat_3
8224,8941,327,436,cat_1
8225,5399,957,553,cat_0
8226,5315,52,368,cat_1
8227,133,293,347,cat_3
8228,1176,767,404,cat_1
8229,8861,201,902,cat_4
8230,4018,866,899,cat_1
8231,7210,473,466,cat_3
8232,5691,464,213,cat_3
8233,9065,630,504,cat_4
8234,7737,659,84,cat_1
8235,6729,789,47,cat_1
8236,8454,803,464,cat_0
8237,1231,678,142,cat_4
8238,6036,816,262,cat_0
8239,7801,234,333,cat_1
8240,2942,464,568,cat_0
8241,7358,602,756,cat_3
8242,3913,186,31,cat_3
8243,5571,83,410,cat_2
8244,53,101,914,cat_4
8245,8740,418,828,cat_2
8246,5890,352,454,cat_2
8247,4119,133,742,cat_2
8248,8268,255,987,cat_2
8249,8812,383,585,cat_1
8250,6035,278,250,cat_4
8251,4392,45,7,cat_0
8252,1308,716,390,cat_2
8253,7233,451,508,cat_4
8254,52,625,768,cat_2
8255,4278,960,614,cat_0
8256,9063,91,839,cat_3
8257,1813,952,58,cat_4
8258,5047,33,199,cat_1
8259,4650,36,498,cat_1
8260,3865,354,424,cat_4
8261,1785,449,648,cat_3
8262,1338,968,662,cat_3
8263,4289,881,719,cat_4
8264,5988,492,224,cat_0
8265,1191,829,961,cat_4
8266,4450,573,18,cat_2
8267,5513,119,384,cat_2
8268,3340,308,298,cat_3
8269,3271,411,44,cat_0
8270,5860,860,722,cat_0
8271,226,661,435,cat_1
8272,5440,609,842,cat_3
8273,1135,909,681,cat_3
8274,1276,396,24,cat_3
8275,4870,827,554,cat_1
8276,4499,909,589,cat_3
8277,5130,594,51,cat_2
8278,5305,118,806,cat_1
8279,1224,339,705,cat_2
8280,6364,529,64,cat_0
8281,8715,276,186,cat_4
8282,9195,641,687,cat_4
8283,6909,833,937,cat_4
8284,529,295,390,cat_4
8285,2646,490,356,cat_0
8286,7079,606,109,cat_4
8287,5837,726,308,cat_4
8288,951,570,852,cat_1
8289,3037,432,736,cat_1
8290,3800,153,846,cat_3
8291,4136,113,421,cat_2
8292,6628,296,377,cat_0
8293,1849,228,371,cat_1
8294,8456,556,586,cat_3
8295,70,566,852,cat_1
8296,9275,381,55,cat_4
8297,4713,343,160,cat_3
8298,4726,848,250,cat_0
8299,6721,616,853,cat_4
8300,6692,641,334,cat_2
8301,9663,131,744,cat_0
8302,9247,59,197,cat_2
8303,8126,279,752,cat_0
8304,7810,840,796,cat_0
8305,3127,824,964,cat_3
8306,2892,710,820,cat_3
8307,7433,720,721,cat_3
8308,96,445,449,cat_3
8309,8615,884,264,cat_3
8310,6707,662,219,cat_4
8311,522,132,99,cat_2
8312,4260,934,332,cat_1
8313,4414,366,244,cat_4
8314,7276,6,483,cat_4
8315,7244,435,816,cat_1
8316,9826,347,583,cat_1
8317,3265,870,296,cat_1
8318,5841,419,360,cat_0
8319,7244,793,365,cat_1
8320,9938,475,12,cat_0
8321,1788,909,824,cat_2
8322,6225,946,312,cat_4
8323,1855,226,322,cat_2
8324,6277,703,381,cat_2
8325,2715,977,937,cat_2
8326,4296,529,751,cat_3
8327,4194,769,7,cat_3
8328,6200,597,105,cat_0
8329,8829,238,1,cat_0
8330,8473,408,400,cat_4
8331,5111,825,845,cat_1
8332,4746,869,190,cat_0
8333,4938,206,982,cat_2
8334,8141,362,986,cat_3
8335,6047,19,992,cat_0
8336,3618,845,411,cat_0
8337,6463,832,762,cat_1
8338,4355,144,66,cat_1
8339,9917,765,680,cat_0
8340,6793,963,700,cat_0
8341,4989,185,388,cat_2
8342,9178,587,316,cat_2
8343,6884,29,182,cat_2
8344,2710,811,393,cat_4
8345,4274,799,306,cat_4
8346,540,529,703,cat_3
8347,889,640,659,cat_3
8348,2685,103,77,cat_3
8349,2625,22,314,cat_1
8350,1017,46,654,cat_3
8351,2686,97,165,cat_4
8352,1696,694,150,cat_3
8353,2540,798,46,cat_1
8354,518,695,430,cat_3
8355,5975,194,15,cat_3
8356,1317,94,551,cat_1
8357,4566,572,554,cat_3
8358,8509,65,809,cat_4
8359,4831,114,297,cat_0
8360,2592,655,409,cat_3
8361,1266,894,204,cat_0
8362,4806,945,40,cat_2
8363,5134,669,708,cat_4
8364,4002,939,907,cat_0
8365,6154,994,46,cat_1
8366,1924,77,538,cat_3
8367,2620,415,261,cat_0
8368,2409,679,268,cat_0
8369,4056,743,957,cat_3
8370,9949,60,366,cat_3
8371,84,338,178,cat_0
8372,6179,170,763,cat_1
8373,6308,615,27,cat_1
8374,1717,32,706,cat_3
8375,2976,445,137,cat_3
8376,8160,575,891,cat_0
8377,935,223,683,cat_4
8378,1814,893,386,cat_3
8379,7927,744,498,cat_4
8380,4841,118,746,cat_2
8381,4485,407,380,cat_4
8382,1999,130,295,cat_3
8383,2715,761,229,cat_1
8384,6784,853,910,cat_2
8385,1671,218,263,cat_4
8386,6496,230,642,cat_3
8387,4655,34,963,cat_2
8388,8280,996,488,cat_0
8389,7750,676,897,cat_1
8390,5213,159,22,cat_4
8391,2210,644,829,cat_4
8392,8082,199,144,cat_0
8393,8999,52,124,cat_2
8394,8738,702,396,cat_0
8395,7850,376,18,cat_1
8396,6585,444,503,cat_1
8397,9956,978,189,cat_2
8398,8142,700,934,cat_2
8399,9886,84,50,cat_4
8400,7909,172,643,cat_1
8401,3714,92,796,cat_3
8402,6752,781,203,cat_1
8403,4686,380,776,cat_1
8404,2448,719,507,cat_1
8405,6871,621,859,cat_0
8406,2714,706,310,cat_4
8407,8016,794,250,cat_0
8408,890,387,490,cat_0
8409,4469,192,764,cat_1
8410,7664,630,952,cat_1
8411,3984,607,333,cat_2
8412,1898,236,540,cat_3
8413,3362,969,194,cat_1
8414,23,773,203,cat_4
8415,3165,305,178,cat_3
8416,7570,862,9,cat_3
8417,5426,614,690,cat_4
8418,8315,636,866,cat_2
8419,7067,521,959,cat_1
8420,6902,459,202,cat_3
8421,296,830,323,cat_4
8422,5492,283,419,cat_2
8423,6788,915,279,cat_3
8424,4832,455,898,cat_2
8425,1651,323,205,cat_1
8426,4933,140,401,cat_2
8427,7916,895,605,cat_1
8428,2195,526,239,cat_4
8429,5008,789,729,cat_0
8430,4308,28,485,cat_1
8431,1352,364,849,cat_3
8432,4448,365,53,cat_1
8433,3214,731,274,cat_2
8434,2371,308,100,cat_3
8435,8618,240,784,cat_1
8436,4712,178,225,cat_0
8437,7553,141,476,cat_2
8438,9957,281,617,cat_0
8439,258,885,738,cat_4
8440,6409,524,841,cat_0
8441,8883,141,43,cat_3
8442,6919,244,539,cat_1
8443,1027,658,92,cat_3
8444,7540,246,481,cat_4
8445,910,716,862,cat_0
8446,1374,782,390,cat_4
8447,5102,938,817,cat_0
8448,9216,103,919,cat_4
8449,8971,392,595,cat_0
8450,2035,741,902,cat_3
8451,3972,426,90,cat_0
8452,1716,921,859,cat_2
8453,2287,753,98,cat_3
8454,3796,222,617,cat_3
8455,9785,553,68,cat_3
8456,7068,656,353,cat_4
8457,6987,131,603,cat_2
8458,8668,116,998,cat_1
8459,6757,272,987,cat_2
8460,7229,579,700,cat_0
8461,6768,662,931,cat_4
8462,852,916,940,cat_1
8463,5221,519,121,cat_3
8464,1617,791,65,cat_4
8465,2574,868,977,cat_4
8466,5211,262,216,cat_2
8467,9299,440,327,cat_2
8468,3994,587,958,cat_0
8469,6780,212,379,cat_1
8470,2790,678,477,cat_4
8471,9391,778,46,cat_1
8472,5587,401,298,cat_1
8473,7886,360,971,cat_4
8474,3850,614,236,cat_4
8475,2179,878,953,cat_4
8476,1205,707,829,cat_3
8477,4928,981,459,cat_3
8478,3526,463,58,cat_4
8479,8190,406,618,cat_1
8480,6401,220,917,cat_4
8481,6262,622,564,cat_2
8482,4844,63,748,cat_2
8483,2983,317,84,cat_4
8484,3994,152,491,cat_0
8485,3202,732,971,cat_3
8486,3708,766,385,cat_1
8487,5674,543,524,cat_2
8488,6383,845,662,cat_0
8489,9317,184,448,cat_3
8490,1836,292,496,cat_3
8491,2525,455,80,cat_2
8492,6357,93,875,cat_4
8493,9887,441,258,cat_0
8494,3782,316,672,cat_3
8495,9180,362,188,cat_1
8496,9341,507,403,cat_1
8497,1481,411,533,cat_1
8498,6721,489,634,cat_0
8499,9938,284,949,cat_3
8500,1531,302,556,cat_3
8501,9202,969,329,cat_0
8502,2019,212,805,cat_4
8503,2230,800,747,cat_4
8504,7853,516,310,cat_1
8505,849,419,58,cat_3
8506,797,81,87,cat_1
8507,3519,969,730,cat_4
8508,8518,198,14,cat_2
8509,2859,663,71,cat_4
8510,8680,901,350,cat_4
8511,2847,704,661,cat_2
8512,4512,667,239,cat_3
8513,2128,296,415,cat_2
8514,1309,530,10,cat_0
8515,5552,604,863,cat_3
8516,2675,633,505,cat_0
8517,7955,862,902,cat_2
